Comment_id,author,Reply_for,Type,video_id,total_reply,like_count,published_at,textdisplay,updatedat
Ugz8iEGKGbiulLUEmrd4AaABAg,@codie.,,1,MuZYn3wJMsI,0,1,2023-03-13T13:26:42Z,thank you!,2023-03-13T13:26:42Z
UgxO1bkZ9mReSSLZOk94AaABAg,@grizzledgamer4396,,1,kClXkoXH2AA,0,0,2022-08-18T17:35:58Z,"This is great, thank you!! Easy to follow and practical use cases.",2022-08-18T17:35:58Z
Ugw80NmHYRq_bU6sHKx4AaABAg,@Quantumvp,,1,kClXkoXH2AA,0,0,2022-07-31T14:22:11Z,Can we do a Bash code along next? Just for Bash Scripting for data engineer,2022-07-31T14:22:39Z
UgxmSkqnuYySCHRVq6x4AaABAg,@ria-ql2se,,1,cvcxLZ1P0ds,0,0,2023-09-13T04:40:42Z,I downloaded the dataset from google drive but i wanted to know where the dataset is actually from? Is it real data or fake data?,2023-09-13T04:40:52Z
UgziWOyUEzpR_vl1y_F4AaABAg,@MegaBliss27,,1,aqzxYofJ_ck,0,0,2022-05-31T14:20:46Z,Thank u,2022-05-31T14:20:46Z
UgxhN-ZL3S6LGbKR-4h4AaABAg,@MegaBliss27,,1,aqzxYofJ_ck,0,0,2022-05-31T14:11:01Z,"Over fitting , Data leakage - can be prevented by splitting data into 2 - train set and test set",2022-05-31T14:11:01Z
UgwPF_YzAygKKiugJKl4AaABAg,@arnoldpalma95,,1,wIypzZvtkNI,0,1,2022-05-11T20:28:15Z,im loving this series of short bite sized videos!,2022-05-11T20:28:15Z
UgzZzLeYSgktR1I8Hax4AaABAg,@raimohaikari707,,1,lfqjQeKwNmI,0,0,2023-08-01T19:05:38Z,Would it be better to first fit the scaler with train set and after that scale both training and test set with that scaler...,2023-08-01T19:05:38Z
UgzyvFA5CFrXAqUZX2V4AaABAg,@nuurabdimacalim5566,,1,lfqjQeKwNmI,0,0,2022-05-10T17:03:41Z,Hello,2022-05-10T17:03:41Z
UgwWgABmpZbhmMC4MAx4AaABAg,@redsolaris1,,1,5q00rcjA1kM,0,0,2022-07-09T17:38:25Z,cannot create the workspace,2022-07-09T17:38:25Z
Ugwfpq7NnMjENfhfWAl4AaABAg,@ashwinkumar5223,,1,5q00rcjA1kM,0,0,2022-07-08T15:24:43Z,Please share notebook.,2022-07-08T15:24:43Z
UgxCjEOOMYFCq-KfTrN4AaABAg,@mirmd.maksudulalam6432,,1,vnLyv7TAWYw,0,0,2022-10-29T11:50:27Z,Nice speech...,2022-10-29T11:50:27Z
Ugw0upnoZQJtqSZWoxl4AaABAg,@ronaldolopgon,,1,Rx6Qlgsl2es,0,0,2023-03-17T12:03:47Z,The most incredible thing is that AI will act in all segments of society.,2023-03-17T12:03:47Z
UgwtoTmm45chmKlBpmd4AaABAg,@funkeeee,,1,mwQJuinfYfM,0,0,2022-08-31T12:47:26Z,Late but here,2022-08-31T12:47:26Z
UgzrqhU9Vk0bfn49f0x4AaABAg,@oluwaseunjoseph6460,,1,iuJ2EUnq3A8,0,0,2022-09-10T11:08:42Z,Yes! I&#39;m totally looking forward to the Offiside AI being used at the World Cup👏🏾👏🏾,2022-09-10T11:08:42Z
UgxBEDga2Nd98Vu7CuF4AaABAg,@eduardobang,,1,iuJ2EUnq3A8,0,1,2022-08-06T14:09:14Z,This show is great!,2022-08-06T14:09:14Z
Ugw_GRlq-41GKGOKel14AaABAg,@ydherdn,,1,iuJ2EUnq3A8,0,1,2022-07-15T15:49:01Z,Thank You,2022-07-15T15:49:01Z
UgwDP4vVLXYZaY2-i3N4AaABAg,@patriciabottger494,,1,gTwfHTS5vNM,0,1,2022-06-16T06:25:06Z,that was  just so interesting  great Bella keep it up,2022-06-16T06:25:06Z
UgzoCDUWvXqYwpoW5IF4AaABAg,@ulisescruz9688,,1,gTwfHTS5vNM,1,2,2022-06-15T14:26:38Z,Love this,2022-06-15T14:26:38Z
UgzoCDUWvXqYwpoW5IF4AaABAg.9cI_OuXIb1U9cIrv0bq5E9,@DataCamp,UgzoCDUWvXqYwpoW5IF4AaABAg,2,gTwfHTS5vNM,0,0,2022-06-15T17:08:26Z,Thanks Ulises!,2022-06-15T17:08:26Z
Ugxt1wGWX1ITUAG54eF4AaABAg,@christopherevans4562,,1,gTwfHTS5vNM,1,2,2022-06-15T13:47:50Z,"I really enjoyed this video ! Please keep up the good work, I look forward the next ones :)",2022-06-15T13:47:50Z
Ugxt1wGWX1ITUAG54eF4AaABAg.9cIVxj5k0619cIZcqkv7Ag,@DataCamp,Ugxt1wGWX1ITUAG54eF4AaABAg,2,gTwfHTS5vNM,0,0,2022-06-15T14:19:56Z,Thanks so much Chris!,2022-06-15T14:19:56Z
Ugy45f1XFQr5z7-2vXd4AaABAg,@shaswatadutta4451,,1,gTwfHTS5vNM,1,2,2022-06-15T11:02:13Z,"1st like, 1st comment",2022-06-15T11:02:13Z
Ugy45f1XFQr5z7-2vXd4AaABAg.9cID-iqZeUe9cIZduHMUBr,@DataCamp,Ugy45f1XFQr5z7-2vXd4AaABAg,2,gTwfHTS5vNM,0,0,2022-06-15T14:20:04Z,🎉,2022-06-15T14:20:04Z
Ugw70rh9T4XezzxUi914AaABAg,@SlazeM7,,1,22m5Z8On1JM,0,1,2022-05-19T22:06:47Z,YES!!! I WOULD INSTALL COOKIE ENFORCER IN AN INSTANT,2022-05-19T22:06:47Z
Ugwu_FqDSd7Onvvu1aJ4AaABAg,@gouravgujariya2236,,1,22m5Z8On1JM,1,0,2022-05-18T13:08:44Z,it was a amazing video and got to know new things and I will use cookie enforcer in future,2022-05-18T13:08:44Z
Ugwu_FqDSd7Onvvu1aJ4AaABAg.9bALDuw1Swv9bAVrsT41pI,@hiphop20991,Ugwu_FqDSd7Onvvu1aJ4AaABAg,2,22m5Z8On1JM,0,0,2022-05-18T14:41:42Z,APLIKACE Z Dudocnudti 2020 4 Srpna,2022-05-18T14:41:42Z
UgzFV50XueJTzncSS-p4AaABAg,@Ry__Ro,,1,22m5Z8On1JM,0,1,2022-05-18T11:53:59Z,Subscribed. Please keep up the good content :)))),2022-05-18T11:54:51Z
Ugzrgd0cnh7YLrlEimJ4AaABAg,@enjoyfunmusic6975,,1,Ss-00940YJs,0,1,2022-05-15T14:13:47Z,thank you,2022-05-15T14:13:47Z
UgyLO8Fm0GH475u2tKx4AaABAg,@alexandre8869,,1,HrzMf0g8FfQ,0,0,2023-04-05T19:02:53Z,"Hi guys, it’s very interesting this testimony. May you give us some others about people which are in professional reconversion way.",2023-04-05T19:02:53Z
UgzAxSvMizr4bl5l9EN4AaABAg,@moisesespiritosanto2195,,1,HrzMf0g8FfQ,0,0,2023-04-05T18:43:08Z,"Hi, I&#39;m from São Paulo!",2023-04-05T18:43:08Z
UgylX9W_ViB4YyRZieh4AaABAg,@SaveThatMoney411,,1,tWLw3GzfcbU,0,0,2023-11-01T14:51:27Z,I want to work for a university too.,2023-11-01T14:51:27Z
Ugyt9TNONZjY20D7YiN4AaABAg,@recon0x7f16,,1,tWLw3GzfcbU,1,0,2022-04-05T00:04:49Z,How would u learn R if it doesnt teach u how to use the studio and explain the basics of R,2022-04-05T00:04:49Z
Ugyt9TNONZjY20D7YiN4AaABAg.9_QDKeC92uu9w_NvPzY3OK,@SaveThatMoney411,Ugyt9TNONZjY20D7YiN4AaABAg,2,tWLw3GzfcbU,0,0,2023-11-01T14:51:49Z,Did you learn R?,2023-11-01T14:51:49Z
UgxbLZutPHdq_sAipPF4AaABAg,@VuNguyen-yg5yb,,1,tWLw3GzfcbU,0,1,2021-01-22T17:07:59Z,"Please upload one with people working in finance, thank you and hope to see upcoming courses from Datacamp",2021-01-22T17:07:59Z
UgyAp4ma8-hVkwMcZqh4AaABAg,@mutiatafolabi3374,,1,ilcD874iFGA,0,2,2022-08-28T21:35:21Z,DataCamp has been really helpful in my transition journey into data analytics. FBFlames/Datacamp donates to the world &gt;&gt;&gt;&gt;&gt;,2022-08-28T21:35:21Z
UgwtRYpKPlaRNUmT5Ch4AaABAg,@mohammadhasanakhtar2120,,1,ilcD874iFGA,0,5,2022-08-28T13:45:02Z,"Datacamp is one stop learning platform for Data Analyst, Data Science and Machine Learning. Whichever skill I have related to data analyst is just because of Datacamp.",2022-08-28T13:45:41Z
UgyJEkzTmMjuMomq21Z4AaABAg,@ameeramansour9304,,1,r1gwpaaQWSI,0,1,2021-01-07T21:25:34Z,😍😍😍❤️❤️❤️❤️👏🏻,2021-01-07T21:25:34Z
Ugx2i_juGtSOhqkdvKR4AaABAg,@devotionconceptual9389,,1,r1gwpaaQWSI,0,0,2020-12-14T19:09:14Z,...🎯<br><br><br><br><br>..🌐🔌⌨️,2020-12-14T19:09:14Z
UgxuMruZu9IfOKOP-k14AaABAg,@lacomp2333,,1,r1gwpaaQWSI,0,0,2020-12-14T19:07:37Z,@_Datacampazo..,2020-12-14T19:07:37Z
UgwvcchKswGRK9JKW3V4AaABAg,@EngRiadAlmadani,,1,r1gwpaaQWSI,0,1,2020-12-14T16:25:41Z,Great work ❤❤,2020-12-14T16:25:41Z
UgzLjNnYt60ok0hncx14AaABAg,@OREBANWOADEYEMI,,1,uda00r-SiBw,0,0,2023-08-01T21:52:19Z,Thank you,2023-08-01T21:52:19Z
UgxzahYAz7HU1BfF9ON4AaABAg,@serychristianrenaud,,1,msarBci4R00,0,0,2023-05-16T04:48:40Z,Thank,2023-05-16T04:48:40Z
UgyMU2DYAVBwFH2ADph4AaABAg,@wachox,,1,P4koCnyt9MU,0,1,2023-04-02T01:32:31Z,"Very informative podcast, it will become very relevant in the future an will receive the proper amount of views",2023-04-02T01:32:31Z
UgxmwW6BX67JV8BORPp4AaABAg,@Soul_Avery,,1,P4koCnyt9MU,0,1,2022-11-01T15:54:42Z,❤,2022-11-01T15:54:42Z
Ugy2YIASzBKOSQJiRyl4AaABAg,@dipayansengupta5197,,1,05m6Prh-NWA,0,0,2023-03-15T02:58:13Z,Thanks Richie for being a great podcaster,2023-03-15T02:58:13Z
UgwTlhPbNFo0_z5iP6J4AaABAg,@alekovar,,1,05m6Prh-NWA,0,1,2022-10-26T14:31:42Z,"Daniel is an authority in embedeed machine learning, thanks for sharing his views.",2022-10-26T14:31:42Z
UgxvtBpJwlSFM5JcUWV4AaABAg,@siberianpie,,1,OFHwB6qLDRk,0,0,2022-09-17T11:00:36Z,Such a good energy from Hakim!,2022-09-17T11:00:36Z
Ugx5fqfMqFREZ6aOfkR4AaABAg,@karson450,,1,OFHwB6qLDRk,0,0,2022-08-30T22:24:39Z,🎊 pքɾօʍօʂʍ,2022-08-30T22:24:39Z
UgxCUko6hxHv3yIIryN4AaABAg,@souvikmitra1025,,1,OFHwB6qLDRk,0,0,2022-08-11T05:57:41Z,"Hello I am from India and i am not able to purchase DataCamp Course with my credit card,",2022-08-11T05:57:41Z
UgxcoOU2oXXhLV2qkVZ4AaABAg,@pattiknuth4822,,1,CUmZiYIqSUE,0,0,2022-12-13T17:22:42Z,No video. Actually just a podcast.,2022-12-13T17:22:42Z
UgxV3HSPx8UepdYfE4N4AaABAg,@tasinhoque3003,,1,rQWp7gQE2TI,0,0,2022-06-30T08:36:31Z,Brian&#39;s audio could&#39;ve been better. Maybe DataCamp can provide mics?,2022-06-30T08:37:05Z
UgyBbd0qzDkaX2QcGIl4AaABAg,@nanashinde9513,,1,I9T_M4HFB2Q,0,0,2023-10-18T03:10:01Z,Reads in description  does predicts book titles can&#39;t judge pls hon sir clear doubt very nice podcast encovering major minor related to data bring such more podcasts we are diving in deep knowledge thnx,2023-10-18T03:10:01Z
UgzRLd2kCv4-vBrOaz14AaABAg,@Habits794,,1,I9T_M4HFB2Q,0,0,2022-05-01T07:32:48Z,we cant even buy your subscription sadge,2022-05-01T07:32:48Z
Ugz6EQeHI2G3UgyfXv14AaABAg,@dataecho4952,,1,LlgrJY8kaxY,0,0,2022-02-06T21:51:30Z,nice,2022-02-06T21:51:30Z
Ugy6YAOk7CORuqDpooV4AaABAg,@Aidan_Au,,1,LlgrJY8kaxY,0,3,2022-01-24T16:38:28Z,My favorite data scientist authors Kevin and Nick are in the show! Thanks for having them,2022-01-24T16:38:47Z
Ugz0ZeWkqfFpPNlEZv54AaABAg,@radzar,,1,AUvAdkDvvto,0,0,2021-11-10T13:43:17Z,"Great talk, thank you",2021-11-10T13:43:17Z
UgwBE_Bcu-aHmFfmkzR4AaABAg,@Mr.InvestmentWala,,1,pXCzYg4YttI,0,3,2021-08-30T07:52:20Z,Assalamu alikum,2021-08-30T07:52:20Z
UgyjNUI3eugteAPrvZd4AaABAg,@JanekBogucki,,1,eF_6FvtNqjA,0,1,2021-08-26T07:51:57Z,"I can see the value in defining MLOps as a set of choices from tools, practices, techniques and mindset options but I would also characterise it iterms of the impact on those using or impacted by the deployed ML models.",2021-08-26T07:51:57Z
Ugw2QBmuK5YagqTyFf14AaABAg,@JanekBogucki,,1,NBcZadoV4rk,0,0,2021-08-04T07:39:13Z,26ms in: The five pillars: The first: Freshness; The second: Volume; The third: Distribution; The fifth: Lineage. What is the fourth?,2021-08-04T07:39:13Z
UgwfFzPWBG1wKBmt3WJ4AaABAg,@JanekBogucki,,1,NBcZadoV4rk,0,0,2021-08-04T07:36:22Z,Excellent talk. There never will be a &quot;standard stack&quot; for data pipelines and analtyics.,2021-08-04T07:36:22Z
